api_file,connection_symbol,table
api/adl/waypoints.php,,dbo.apts
api/admin/check_dtu_usage.php,,dbo.swim_flights
api/admin/cleanup_stale_flights.php,,dbo.swim_flights
api/analysis/escape_desert_archive.php,,dbo.adl_flight_archive
api/analysis/escape_desert_archive.php,,dbo.adl_flight_core
api/analysis/escape_desert_archive.php,,dbo.adl_flight_plan
api/analysis/escape_desert_archive.php,,dbo.adl_flight_position
api/analysis/escape_desert_archive.php,,dbo.adl_trajectory_compressed
api/analysis/escape_desert_archive.php,,dbo.nav_fixes
api/analysis/get_plan_ids.php,,p_plans
api/analysis/perti_events.php,,p_configs
api/analysis/perti_events.php,,p_plans
api/analysis/tmi_compliance.php,,adl_flight_core
api/ctp/audit_log.php,get_conn_tmi,dbo.ctp_audit_log
api/ctp/boundaries.php,get_conn_adl,dbo.adl_boundary
api/ctp/changelog.php,get_conn_tmi,dbo.ctp_audit_log
api/ctp/common.php,get_conn_adl,dbo.ctp_audit_log
api/ctp/common.php,get_conn_adl,dbo.ctp_sessions
api/ctp/common.php,get_conn_gis,dbo.ctp_audit_log
api/ctp/common.php,get_conn_gis,dbo.ctp_sessions
api/ctp/common.php,get_conn_tmi,dbo.ctp_audit_log
api/ctp/common.php,get_conn_tmi,dbo.ctp_sessions
api/ctp/demand.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/assign_edct.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/assign_edct.php,get_conn_tmi,dbo.tmi_flight_control
api/ctp/flights/assign_edct_batch.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/compliance.php,get_conn_adl,dbo.adl_flight_core
api/ctp/flights/compliance.php,get_conn_adl,dbo.adl_flight_times
api/ctp/flights/compliance.php,get_conn_adl,dbo.ctp_flight_control
api/ctp/flights/compliance.php,get_conn_tmi,dbo.adl_flight_core
api/ctp/flights/compliance.php,get_conn_tmi,dbo.adl_flight_times
api/ctp/flights/compliance.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/detect.php,get_conn_adl,dbo.adl_flight_core
api/ctp/flights/detect.php,get_conn_adl,dbo.adl_flight_plan
api/ctp/flights/detect.php,get_conn_adl,dbo.adl_flight_planned_crossings
api/ctp/flights/detect.php,get_conn_adl,dbo.adl_flight_times
api/ctp/flights/detect.php,get_conn_adl,dbo.ctp_flight_control
api/ctp/flights/detect.php,get_conn_adl,dbo.ctp_sessions
api/ctp/flights/detect.php,get_conn_adl,dbo.tmi_flow_event_participants
api/ctp/flights/detect.php,get_conn_tmi,dbo.adl_flight_core
api/ctp/flights/detect.php,get_conn_tmi,dbo.adl_flight_plan
api/ctp/flights/detect.php,get_conn_tmi,dbo.adl_flight_planned_crossings
api/ctp/flights/detect.php,get_conn_tmi,dbo.adl_flight_times
api/ctp/flights/detect.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/detect.php,get_conn_tmi,dbo.ctp_sessions
api/ctp/flights/detect.php,get_conn_tmi,dbo.tmi_flow_event_participants
api/ctp/flights/exclude.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/get.php,get_conn_adl,dbo.adl_flight_core
api/ctp/flights/get.php,get_conn_adl,dbo.adl_flight_position
api/ctp/flights/get.php,get_conn_adl,dbo.adl_flight_times
api/ctp/flights/get.php,get_conn_adl,dbo.ctp_audit_log
api/ctp/flights/get.php,get_conn_adl,dbo.ctp_flight_control
api/ctp/flights/get.php,get_conn_tmi,dbo.adl_flight_core
api/ctp/flights/get.php,get_conn_tmi,dbo.adl_flight_position
api/ctp/flights/get.php,get_conn_tmi,dbo.adl_flight_times
api/ctp/flights/get.php,get_conn_tmi,dbo.ctp_audit_log
api/ctp/flights/get.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/list.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/modify_route.php,get_conn_gis,dbo.ctp_flight_control
api/ctp/flights/modify_route.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/remove_edct.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/remove_edct.php,get_conn_tmi,dbo.tmi_flight_control
api/ctp/flights/routes_geojson.php,get_conn_adl,dbo.ctp_flight_control
api/ctp/flights/routes_geojson.php,get_conn_adl,dbo.nav_fixes
api/ctp/flights/routes_geojson.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/flights/routes_geojson.php,get_conn_tmi,dbo.nav_fixes
api/ctp/routes/suggest.php,conn_pdo_mysql,dbo.coded_departure_routes
api/ctp/routes/suggest.php,conn_pdo_mysql,dbo.ctp_route_templates
api/ctp/routes/suggest.php,conn_pdo_mysql,dbo.tmi_public_routes
api/ctp/routes/suggest.php,conn_pdo_mysql,dbo.tmi_reroute_routes
api/ctp/routes/suggest.php,conn_pdo_mysql,dbo.tmi_reroutes
api/ctp/routes/suggest.php,conn_pdo_mysql,playbook_plays
api/ctp/routes/suggest.php,conn_pdo_mysql,playbook_routes
api/ctp/routes/suggest.php,get_conn_adl,dbo.coded_departure_routes
api/ctp/routes/suggest.php,get_conn_adl,dbo.ctp_route_templates
api/ctp/routes/suggest.php,get_conn_adl,dbo.tmi_public_routes
api/ctp/routes/suggest.php,get_conn_adl,dbo.tmi_reroute_routes
api/ctp/routes/suggest.php,get_conn_adl,dbo.tmi_reroutes
api/ctp/routes/suggest.php,get_conn_adl,playbook_plays
api/ctp/routes/suggest.php,get_conn_adl,playbook_routes
api/ctp/routes/suggest.php,get_conn_tmi,dbo.coded_departure_routes
api/ctp/routes/suggest.php,get_conn_tmi,dbo.ctp_route_templates
api/ctp/routes/suggest.php,get_conn_tmi,dbo.tmi_public_routes
api/ctp/routes/suggest.php,get_conn_tmi,dbo.tmi_reroute_routes
api/ctp/routes/suggest.php,get_conn_tmi,dbo.tmi_reroutes
api/ctp/routes/suggest.php,get_conn_tmi,playbook_plays
api/ctp/routes/suggest.php,get_conn_tmi,playbook_routes
api/ctp/routes/templates.php,get_conn_tmi,dbo.ctp_route_templates
api/ctp/sessions/activate.php,get_conn_tmi,dbo.ctp_sessions
api/ctp/sessions/complete.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/sessions/complete.php,get_conn_tmi,dbo.ctp_sessions
api/ctp/sessions/create.php,get_conn_tmi,dbo.ctp_sessions
api/ctp/sessions/create.php,get_conn_tmi,dbo.tmi_flow_events
api/ctp/sessions/get.php,get_conn_tmi,dbo.ctp_flight_control
api/ctp/sessions/get.php,get_conn_tmi,dbo.tmi_flow_events
api/ctp/sessions/list.php,get_conn_tmi,dbo.ctp_sessions
api/ctp/sessions/list.php,get_conn_tmi,dbo.tmi_flow_events
api/ctp/sessions/update.php,get_conn_tmi,dbo.ctp_sessions
api/ctp/stats.php,get_conn_tmi,dbo.ctp_flight_control
api/data/cdm/status.php,get_conn_adl,dbo.cdm_airport_status
api/data/cdm/status.php,get_conn_adl,dbo.cdm_compliance_live
api/data/cdm/status.php,get_conn_adl,dbo.cdm_messages
api/data/cdm/status.php,get_conn_adl,dbo.tmi_programs
api/data/cdm/status.php,get_conn_adl,dbo.vw_cdm_at_risk_flights
api/data/cdm/status.php,get_conn_adl,dbo.vw_cdm_current_readiness
api/data/cdm/status.php,get_conn_tmi,dbo.cdm_airport_status
api/data/cdm/status.php,get_conn_tmi,dbo.cdm_compliance_live
api/data/cdm/status.php,get_conn_tmi,dbo.cdm_messages
api/data/cdm/status.php,get_conn_tmi,dbo.tmi_programs
api/data/cdm/status.php,get_conn_tmi,dbo.vw_cdm_at_risk_flights
api/data/cdm/status.php,get_conn_tmi,dbo.vw_cdm_current_readiness
api/data/configs.php,,dbo.airport_config_runway
api/data/configs.php,,dbo.airport_weather_impact
api/data/configs.php,,dbo.config_modifier
api/data/configs.php,,dbo.modifier_category
api/data/configs.php,,dbo.modifier_type
api/data/configs.php,,dbo.vw_airport_config_rates
api/data/configs.php,,dbo.vw_airport_config_summary
api/data/hibernation_stats.php,conn_pdo_mysql,hibernation_hits
api/data/personnel.php,,organizations
api/data/personnel.php,,user_orgs
api/data/plans.l.php,,organizations
api/data/plans.l.php,,p_plans
api/data/plans/configs.php,get_conn_adl,dbo.vw_airport_config_rates
api/data/plans/configs.php,get_conn_adl,dbo.vw_airport_config_summary
api/data/plans/configs.php,get_conn_adl,p_configs
api/data/plans/dcc_staffing.php,,p_dcc_staffing
api/data/plans/enroute_constraints.php,,p_enroute_constraints
api/data/plans/enroute_inits.php,,p_enroute_init
api/data/plans/enroute_inits.php,,p_enroute_init_times
api/data/plans/enroute_inits_timeline.php,,p_enroute_init_timeline
api/data/plans/enroute_inits_timeline.php,,p_plans
api/data/plans/enroute_planning.php,,p_enroute_planning
api/data/plans/enroute_staffing.php,,p_enroute_staffing
api/data/plans/forecast.php,,p_forecast
api/data/plans/goals.php,,p_op_goals
api/data/plans/group_flights.php,,p_group_flights
api/data/plans/historical.php,,p_historical
api/data/plans/term_constraints.php,,p_terminal_constraints
api/data/plans/term_inits.php,,p_terminal_init
api/data/plans/term_inits.php,,p_terminal_init_times
api/data/plans/term_inits_bu.php,,p_terminal_init
api/data/plans/term_inits_bu.php,,p_terminal_init_times
api/data/plans/term_inits_timeline.php,,p_plans
api/data/plans/term_inits_timeline.php,,p_terminal_init_timeline
api/data/plans/term_planning.php,,p_terminal_planning
api/data/plans/term_staffing.php,,p_terminal_staffing
api/data/playbook/acl.php,,organizations
api/data/playbook/acl.php,,playbook_play_acl
api/data/playbook/acl.php,,playbook_plays
api/data/playbook/acl.php,,user_orgs
api/data/playbook/analysis.php,get_conn_gis,nav_fixes
api/data/playbook/analysis.php,get_conn_gis,playbook_plays
api/data/playbook/analysis.php,get_conn_gis,playbook_routes
api/data/playbook/categories.php,,playbook_plays
api/data/playbook/changelog.php,,playbook_changelog
api/data/playbook/changelog.php,,playbook_plays
api/data/playbook/get.php,,playbook_plays
api/data/playbook/get.php,,playbook_routes
api/data/playbook/groups.php,,playbook_route_groups
api/data/playbook/list.php,,playbook_plays
api/data/playbook/list.php,,playbook_routes
api/data/playbook/nat_tracks.php,get_conn_tmi,dbo.ctp_route_templates
api/data/playbook/org_members.php,,organizations
api/data/playbook/org_members.php,,user_orgs
api/data/playbook/orgs.php,,organizations
api/data/playbook/user_search.php,,organizations
api/data/playbook/user_search.php,,user_orgs
api/data/rate_history.php,,dbo.airport_config
api/data/rate_history.php,,dbo.airport_config_rate_history
api/data/review/comments.php,,r_comments
api/data/review/data.php,,r_data
api/data/review/scores.php,,r_scores
api/data/review/tmr_export.php,conn_pdo_mysql,p_plans
api/data/review/tmr_export.php,conn_pdo_mysql,r_tmr_reports
api/data/review/tmr_ops_plan.php,conn_pdo_mysql,p_enroute_init_timeline
api/data/review/tmr_ops_plan.php,conn_pdo_mysql,p_op_goals
api/data/review/tmr_ops_plan.php,conn_pdo_mysql,p_terminal_init_timeline
api/data/review/tmr_report.php,conn_pdo_mysql,p_configs
api/data/review/tmr_report.php,conn_pdo_mysql,p_plans
api/data/review/tmr_report.php,conn_pdo_mysql,r_tmr_reports
api/data/review/tmr_staffing.php,conn_pdo_mysql,p_dcc_staffing
api/data/review/tmr_staffing.php,conn_pdo_mysql,p_enroute_staffing
api/data/review/tmr_staffing.php,conn_pdo_mysql,p_terminal_staffing
api/data/review/tmr_tmis.php,conn_pdo_mysql,dbo.tmi_advisories
api/data/review/tmr_tmis.php,conn_pdo_mysql,dbo.tmi_entries
api/data/review/tmr_tmis.php,conn_pdo_mysql,dbo.tmi_programs
api/data/review/tmr_tmis.php,conn_pdo_mysql,dbo.tmi_reroutes
api/data/review/tmr_tmis.php,conn_pdo_mysql,p_plans
api/data/review/tmr_tmis.php,get_conn_tmi,dbo.tmi_advisories
api/data/review/tmr_tmis.php,get_conn_tmi,dbo.tmi_entries
api/data/review/tmr_tmis.php,get_conn_tmi,dbo.tmi_programs
api/data/review/tmr_tmis.php,get_conn_tmi,dbo.tmi_reroutes
api/data/review/tmr_tmis.php,get_conn_tmi,p_plans
api/data/review/tmr_weather.php,conn_pdo_mysql,p_configs
api/data/review/tmr_weather.php,conn_pdo_mysql,p_plans
api/data/schedule.php,,assigned
api/data/sheet/configs.php,get_conn_adl,dbo.vw_airport_config_rates
api/data/sheet/configs.php,get_conn_adl,dbo.vw_airport_config_summary
api/data/sheet/configs.php,get_conn_adl,p_configs
api/data/sheet/dcc_staffing.php,,p_dcc_staffing
api/data/sheet/enroute_staffing.php,,p_enroute_staffing
api/data/sheet/term_staffing.php,,p_terminal_staffing
api/data/sua/activations.l.php,,sua_activations
api/data/sua/activations.php,,sua_activations
api/data/tmi/reroute.php,,dbo.tmi_reroute_flights
api/data/tmi/reroute.php,,dbo.tmi_reroutes
api/data/weather_impacts.php,,dbo.airport_weather_impact
api/demand/active_config.php,,dbo.tmi_entries
api/demand/airports.php,,dbo.apts
api/demand/airports.php,,dbo.artcc_facilities
api/demand/airports.php,,dbo.artcc_tier_group_members
api/demand/airports.php,,dbo.facility_tier_config_members
api/demand/airports.php,,dbo.facility_tier_configs
api/demand/atis.php,,dbo.vw_current_airport_config
api/demand/atis.php,,dbo.vw_current_runways_in_use
api/demand/atis.php,,dbo.vw_effective_atis
api/demand/config_search.php,,dbo.vw_airport_config_rates
api/demand/config_search.php,,dbo.vw_airport_config_summary
api/demand/configs.php,,dbo.vatsim_atis
api/demand/configs.php,,dbo.vw_airport_config_rates
api/demand/configs.php,,dbo.vw_airport_config_summary
api/demand/override.php,,dbo.airport_config
api/demand/override.php,,dbo.manual_rate_override
api/demand/scheduled_configs.php,,dbo.tmi_entries
api/demand/summary.php,,dbo.vw_adl_flights
api/demand/tmi_programs.php,,dbo.tmi_programs
api/discord/announcements.php,,dbo.discord_sent_messages
api/discord/channels.php,,dbo.discord_channels
api/discord/messages.php,,dbo.discord_sent_messages
api/event-aar/list.php,,dbo.vatusa_event
api/event-aar/list.php,,dbo.vatusa_event_airport
api/event-aar/list.php,,dbo.vatusa_event_hourly
api/event-aar/update.php,,dbo.vatusa_event_airport
api/event-aar/update.php,,dbo.vatusa_event_hourly
api/events/list.php,,dbo.perti_events
api/events/sync.php,,dbo.perti_events
api/gdt/common.php,get_conn_adl,dbo.tmi_programs
api/gdt/common.php,get_conn_tmi,dbo.tmi_programs
api/gdt/demand/hourly.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/demand/hourly.php,get_conn_tmi,dbo.tmi_slots
api/gdt/flights/list.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/programs/activate.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/programs/activate.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/active.php,get_conn_tmi,dbo.tmi_events
api/gdt/programs/active.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/cancel.php,get_conn_tmi,dbo.tmi_flight_list
api/gdt/programs/cancel.php,get_conn_tmi,dbo.tmi_program_coordination_log
api/gdt/programs/cancel.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/create.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/fairness.php,get_conn_adl,dbo.adl_flight_changelog
api/gdt/programs/fairness.php,get_conn_adl,dbo.adl_flight_core
api/gdt/programs/fairness.php,get_conn_adl,dbo.tmi_flight_control
api/gdt/programs/fairness.php,get_conn_adl,dbo.tmi_programs
api/gdt/programs/fairness.php,get_conn_tmi,dbo.adl_flight_changelog
api/gdt/programs/fairness.php,get_conn_tmi,dbo.adl_flight_core
api/gdt/programs/fairness.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/programs/fairness.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/flight_list.php,get_conn_tmi,dbo.tmi_flight_list
api/gdt/programs/flight_list.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/get.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/programs/get.php,get_conn_tmi,dbo.tmi_slots
api/gdt/programs/list.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/model.php,get_conn_adl,dbo.tmi_programs
api/gdt/programs/model.php,get_conn_adl,dbo.vw_adl_flights
api/gdt/programs/model.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/model.php,get_conn_tmi,dbo.vw_adl_flights
api/gdt/programs/publish.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/programs/publish.php,get_conn_tmi,dbo.tmi_flight_list
api/gdt/programs/publish.php,get_conn_tmi,dbo.tmi_program_coordination_log
api/gdt/programs/publish.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/publish.php,get_conn_tmi,dbo.tmi_proposals
api/gdt/programs/purge.php,get_conn_tmi,dbo.tmi_events
api/gdt/programs/purge.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/programs/purge.php,get_conn_tmi,dbo.tmi_flight_list
api/gdt/programs/purge.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/purge.php,get_conn_tmi,dbo.tmi_slots
api/gdt/programs/reoptimize.php,get_conn_adl,dbo.adl_flight_core
api/gdt/programs/reoptimize.php,get_conn_adl,dbo.tmi_flight_control
api/gdt/programs/reoptimize.php,get_conn_adl,dbo.vw_adl_flights
api/gdt/programs/reoptimize.php,get_conn_tmi,dbo.adl_flight_core
api/gdt/programs/reoptimize.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/programs/reoptimize.php,get_conn_tmi,dbo.vw_adl_flights
api/gdt/programs/revise.php,get_conn_tmi,dbo.tmi_events
api/gdt/programs/revise.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/simulate.php,get_conn_adl,dbo.adl_flight_core
api/gdt/programs/simulate.php,get_conn_adl,dbo.tmi_flight_control
api/gdt/programs/simulate.php,get_conn_adl,dbo.tmi_programs
api/gdt/programs/simulate.php,get_conn_adl,dbo.tmi_slots
api/gdt/programs/simulate.php,get_conn_adl,dbo.vw_adl_flights
api/gdt/programs/simulate.php,get_conn_tmi,dbo.adl_flight_core
api/gdt/programs/simulate.php,get_conn_tmi,dbo.tmi_flight_control
api/gdt/programs/simulate.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/simulate.php,get_conn_tmi,dbo.tmi_slots
api/gdt/programs/simulate.php,get_conn_tmi,dbo.vw_adl_flights
api/gdt/programs/submit_proposal.php,get_conn_tmi,dbo.tmi_program_coordination_log
api/gdt/programs/submit_proposal.php,get_conn_tmi,dbo.tmi_programs
api/gdt/programs/submit_proposal.php,get_conn_tmi,dbo.tmi_proposal_facilities
api/gdt/programs/submit_proposal.php,get_conn_tmi,dbo.tmi_proposals
api/gdt/programs/transition.php,get_conn_tmi,dbo.tmi_events
api/gdt/programs/transition.php,get_conn_tmi,dbo.tmi_programs
api/gdt/slots/list.php,get_conn_tmi,dbo.tmi_slots
api/jatoc/auth.php,,dbo.jatoc_user_roles
api/jatoc/space_ops.php,,p_enroute_init_timeline
api/mgt/comments/delete.php,,r_comments
api/mgt/comments/post.php,conn_pdo_mysql,r_comments
api/mgt/comments/update.php,,r_comments
api/mgt/config_data/bulk.php,,dbo.airport_config
api/mgt/config_data/delete.php,,dbo.airport_config
api/mgt/config_data/post.php,conn_pdo_mysql,dbo.airport_config
api/mgt/config_data/post.php,conn_pdo_mysql,dbo.airport_config_rate
api/mgt/config_data/post.php,conn_pdo_mysql,dbo.airport_config_runway
api/mgt/config_data/post.php,conn_pdo_mysql,dbo.apts
api/mgt/config_data/post.php,conn_pdo_mysql,dbo.config_modifier
api/mgt/config_data/update.php,,dbo.airport_config
api/mgt/config_data/update.php,,dbo.airport_config_rate
api/mgt/config_data/update.php,,dbo.airport_config_rate_history
api/mgt/config_data/update.php,,dbo.airport_config_runway
api/mgt/config_data/update.php,,dbo.apts
api/mgt/config_data/update.php,,dbo.config_modifier
api/mgt/configs/delete.php,,p_configs
api/mgt/configs/fill.php,,p_configs
api/mgt/configs/post.php,conn_pdo_mysql,p_configs
api/mgt/configs/update.php,,p_configs
api/mgt/dcc/delete.php,,p_dcc_staffing
api/mgt/dcc/post.php,conn_pdo_mysql,p_dcc_staffing
api/mgt/dcc/update.php,,p_dcc_staffing
api/mgt/enroute_constraints/delete.php,,p_enroute_constraints
api/mgt/enroute_constraints/post.php,conn_pdo_mysql,p_enroute_constraints
api/mgt/enroute_constraints/update.php,,p_enroute_constraints
api/mgt/enroute_initializations/delete.php,,p_enroute_init
api/mgt/enroute_initializations/delete.php,,p_enroute_init_times
api/mgt/enroute_initializations/post.php,conn_pdo_mysql,p_enroute_init
api/mgt/enroute_initializations/times/create.php,conn_pdo_mysql,p_enroute_init_times
api/mgt/enroute_initializations/times/delete.php,,p_enroute_init_times
api/mgt/enroute_initializations/times/post.php,conn_pdo_mysql,p_enroute_init_times
api/mgt/enroute_initializations/times/set.php,,p_enroute_init_times
api/mgt/enroute_initializations/times/update.php,,p_enroute_init_times
api/mgt/enroute_initializations/update.php,,p_enroute_init
api/mgt/enroute_planning/delete.php,,p_enroute_planning
api/mgt/enroute_planning/post.php,conn_pdo_mysql,p_enroute_planning
api/mgt/enroute_planning/update.php,,p_enroute_planning
api/mgt/enroute_staffing/delete.php,,p_enroute_staffing
api/mgt/enroute_staffing/post.php,conn_pdo_mysql,p_enroute_staffing
api/mgt/enroute_staffing/update.php,,p_enroute_staffing
api/mgt/event_data/delete.php,,r_data
api/mgt/event_data/post.php,conn_pdo_mysql,r_data
api/mgt/event_data/update.php,,r_data
api/mgt/forecast/delete.php,,p_forecast
api/mgt/forecast/post.php,conn_pdo_mysql,p_forecast
api/mgt/forecast/update.php,,p_forecast
api/mgt/goals/delete.php,,p_op_goals
api/mgt/goals/post.php,conn_pdo_mysql,p_op_goals
api/mgt/goals/update.php,,p_op_goals
api/mgt/group_flights/delete.php,,p_group_flights
api/mgt/group_flights/post.php,conn_pdo_mysql,p_group_flights
api/mgt/group_flights/update.php,,p_group_flights
api/mgt/historical/delete.php,,p_historical
api/mgt/historical/post.php,conn_pdo_mysql,p_historical
api/mgt/historical/update.php,,p_historical
api/mgt/personnel/post.php,conn_pdo_mysql,organizations
api/mgt/personnel/post.php,conn_pdo_mysql,user_orgs
api/mgt/personnel/update_org.php,,organizations
api/mgt/personnel/update_org.php,,user_orgs
api/mgt/perti/delete.php,,p_plans
api/mgt/perti/post.php,conn_pdo_mysql,p_plans
api/mgt/perti/update.php,,p_plans
api/mgt/plan/get.php,,p_dcc_staffing
api/mgt/plan/get.php,,p_enroute_constraints
api/mgt/plan/get.php,,p_enroute_init
api/mgt/plan/get.php,,p_enroute_init_timeline
api/mgt/plan/get.php,,p_group_flights
api/mgt/plan/get.php,,p_op_goals
api/mgt/plan/get.php,,p_plans
api/mgt/plan/get.php,,p_terminal_constraints
api/mgt/plan/get.php,,p_terminal_init
api/mgt/plan/get.php,,p_terminal_init_timeline
api/mgt/playbook/acl.php,,playbook_changelog
api/mgt/playbook/acl.php,,playbook_play_acl
api/mgt/playbook/acl.php,,playbook_plays
api/mgt/playbook/delete.php,,playbook_changelog
api/mgt/playbook/delete.php,,playbook_plays
api/mgt/playbook/groups.php,,playbook_plays
api/mgt/playbook/groups.php,,playbook_route_groups
api/mgt/playbook/route.php,,playbook_changelog
api/mgt/playbook/route.php,,playbook_plays
api/mgt/playbook/route.php,,playbook_routes
api/mgt/playbook/save.php,get_conn_gis,playbook_changelog
api/mgt/playbook/save.php,get_conn_gis,playbook_plays
api/mgt/playbook/save.php,get_conn_gis,playbook_routes
api/mgt/playbook/save.php,get_conn_gis,sector_boundaries
api/mgt/playbook/save.php,get_conn_gis,tracon_boundaries
api/mgt/schedule/delete.php,,assigned
api/mgt/schedule/delete_bu.php,,assigned
api/mgt/schedule/post.php,conn_pdo_mysql,assigned
api/mgt/schedule/update.php,,assigned
api/mgt/scores/delete.php,,r_scores
api/mgt/scores/post.php,conn_pdo_mysql,r_scores
api/mgt/scores/update.php,,r_scores
api/mgt/sua/activate.php,,sua_activations
api/mgt/sua/altrv_create.php,,sua_activations
api/mgt/sua/delete.php,,sua_activations
api/mgt/sua/tfr_create.php,,sua_activations
api/mgt/sua/update.php,,sua_activations
api/mgt/terminal_constraints/delete.php,,p_terminal_constraints
api/mgt/terminal_constraints/post.php,conn_pdo_mysql,p_terminal_constraints
api/mgt/terminal_constraints/update.php,,p_terminal_constraints
api/mgt/terminal_init_times/create.php,conn_pdo_mysql,p_terminal_init_times
api/mgt/terminal_init_times/set.php,,p_enroute_init_times
